2.000000000000000111e-01	1.907427816847218072e+00
2.036000000000000032e-01	1.679920822567678940e+00
2.071999999999999953e-01	1.341578211477979732e+00
2.107999999999999874e-01	1.339173270249891967e+00
2.144000000000000072e-01	1.093488396552522834e+00
2.179999999999999993e-01	8.398597886742643626e-01
2.215999999999999914e-01	9.472949929147347348e-01
2.253000000000000003e-01	8.860643353734688477e-01
2.288999999999999924e-01	6.654752438758606559e-01
2.325000000000000122e-01	8.980326825188861273e-01
2.361000000000000043e-01	1.016706085071494403e+00
2.396999999999999964e-01	9.542746785486388994e-01
2.432999999999999885e-01	9.150224313884858240e-01
2.469000000000000083e-01	8.673132266331502471e-01
2.505000000000000004e-01	1.326502699001770980e+00
2.540999999999999925e-01	1.195656488820228569e+00
2.576999999999999846e-01	1.567818016330032371e+00
2.612999999999999767e-01	1.845478427614336780e+00
2.649000000000000243e-01	2.126459502914288091e+00
2.685000000000000164e-01	2.166312226147686371e+00
2.721000000000000085e-01	2.793984270272319659e+00
2.757999999999999896e-01	3.019488828053260132e+00
2.793999999999999817e-01	3.079320626705174480e+00
2.829999999999999738e-01	3.594322370971841263e+00
2.866000000000000214e-01	3.939617997557514517e+00
2.902000000000000135e-01	4.077167581414298247e+00
2.938000000000000056e-01	4.019107295840275818e+00
2.973999999999999977e-01	3.896288638330070331e+00
3.009999999999999898e-01	4.216410102369917645e+00
3.045999999999999819e-01	4.053589157943104482e+00
3.081999999999999740e-01	3.807794046442174452e+00
3.118000000000000216e-01	3.467249259191954369e+00
3.154000000000000137e-01	3.025330738347762338e+00
3.190000000000000058e-01	2.847200961512547313e+00
3.225999999999999979e-01	2.696465740600631822e+00
3.262999999999999790e-01	2.280097073184344847e+00
3.299000000000000266e-01	1.880603927951085774e+00
3.335000000000000187e-01	1.417091993397957994e+00
3.371000000000000107e-01	1.319343084149447565e+00
3.407000000000000028e-01	8.067990645959615126e-01
3.442999999999999949e-01	6.573994356274976969e-01
